title,Job Provider,Salary,Experience,Eligible nation,Company location,Workplace model,Advertisement Duration,Data Source
Sales Supervisor - Water Solutions,Health Water Bottling Co. Nova,N/A,N/A,International,Riyadh,OnSite,13 days ago,Bayt.com
Chef,Mayar Foods Company,N/A,N/A,International,Eastern Province,OnSite,13 days ago,Bayt.com
Plumber,Zahid Tractor & Heavy Machinery Co. Ltd.,N/A,Entry level,International,Riyadh,OnSite,13 days ago,Bayt.com
Household Manager – Private Residence,N/A,N/A,N/A,International,Riyadh,OnSite,13 days ago,Bayt.com
مندوب مبيعات - Sales Representative,NFIC,N/A,Mid career,Saudi nationals,Sakaka,OnSite,13 days ago,Bayt.com
Reliability Engineer,Halwani Brothers Co.,N/A,N/A,International,Jeddah,OnSite,13 days ago,Bayt.com
Mechanical Technician,Halwani Brothers Co.,N/A,N/A,International,Jeddah,OnSite,13 days ago,Bayt.com
HVAC & Refrigeration Technician,Halwani Brothers Co.,N/A,N/A,International,Jeddah,OnSite,13 days ago,Bayt.com
Site Engineer Fitout,TRIPOD MENA,"$2,000 - $3,000",Mid career,International,Riyadh,OnSite,13 days ago,Bayt.com
Marketing Manager,N/A,"$4,000 - $5,000",Management,International,Jeddah,OnSite,13 days ago,Bayt.com
Internal Auditor (External Auditor),Riyadh National Recruitment,N/A,Senior executive,International,Riyadh,OnSite,13 days ago,Bayt.com
IT Manager,Perma,N/A,Management·7-10 ,Saudi nationals,Dammam,OnSite,13 days ago,Bayt.com
Receptionist,Talent Square,"$1,500 - $2,000",Mid career,Saudi nationals,Riyadh,OnSite,13 days ago,Bayt.com
Business Technology Engineer,Halwani Brothers Co.,N/A,N/A,International,Jeddah,OnSite,13 days ago,Bayt.com
Transportation Specialist,Halwani Brothers Co.,N/A,N/A,International,Jeddah,OnSite,13 days ago,Bayt.com
Electrical Engineer-CNC,AIC Steel,N/A,Mid career,International,Jeddah,OnSite,13 days ago,Bayt.com
Inventory Controller,Halwani Brothers Co.,N/A,N/A,International,Jeddah,OnSite,13 days ago,Bayt.com
Cosmetic Branch Manager,N/A,N/A,Management,International,Alqasim,OnSite,13 days ago,Bayt.com
Key Account Executive – Food Industry,Halwani Brothers Co.,N/A,N/A,Saudi nationals,Riyadh,OnSite,13 days ago,Bayt.com
Key Account Executive – Food Industry,Halwani Brothers Co.,N/A,N/A,Saudi nationals,Jeddah,OnSite,13 days ago,Bayt.com
Information Technology Networks Administrator,Halwani Brothers Co.,N/A,N/A,International,Jeddah,OnSite,13 days ago,Bayt.com
Facility Manager - Riyadh,N/A,N/A,Management·5-20 ,Saudi nationals,Al Majmaah,,13 days ago,Bayt.com
Facility Manager - Tabuk,N/A,"$6,000 - $7,000",Management·5-20 ,Saudi nationals,Tabouk,OnSite,13 days ago,Bayt.com
Fabrication Supervisor,arabian auto agency,N/A,N/A,International,Saudi Arabia,OnSite,13 days ago,Bayt.com
Heavy Equipment Technician,arabian auto agency,N/A,N/A,International,Saudi Arabia,OnSite,13 days ago,Bayt.com
Executive Secretary,ELECTRON SAUDI SERVICES LTD,N/A,N/A,Saudi nationals,Saudi Arabia,OnSite,13 days ago,Bayt.com
ZF Parts Sales Specialist,arabian auto agency,N/A,N/A,International,Saudi Arabia,OnSite,13 days ago,Bayt.com
Concrete Pump Sales – Putzmeister,arabian auto agency,N/A,N/A,International,Saudi Arabia,OnSite,13 days ago,Bayt.com
Insurance Officer,arabian auto agency,N/A,N/A,Saudi nationals,Jeddah,OnSite,13 days ago,Bayt.com
Payroll & HR Officer,arabian auto agency,N/A,N/A,Saudi nationals,Jeddah,OnSite,13 days ago,Bayt.com
Accountant,arabian auto agency,N/A,N/A,Saudi nationals,Jeddah,OnSite,13 days ago,Bayt.com
facility manager - Almadinah,N/A,"$6,000 - $7,000",Management·5-20 ,Saudi nationals,Medina,OnSite,13 days ago,Bayt.com
Facility Manager - Hafrulbaten,N/A,"$6,000 - $7,000",Management·5-20 ,Saudi nationals,Hafr Albaten,OnSite,13 days ago,Bayt.com
اخصائية موارد بشرية,N/A,N/A,Mid career,International,Al Muayzilah,OnSite,13 days ago,Bayt.com
Business Analyst,N/A,"$3,000 - $4,000",Entry level·1-9 ,International,Jeddah,OnSite,13 days ago,Bayt.com
Technical Director,شركة مرامر للمقاولات,N/A,N/A,International,An Nuzhah,OnSite,13 days ago,Bayt.com
Facility Manager - DHA,N/A,"$6,000 - $7,000",Management·5-20 ,Saudi nationals,Dhahran,OnSite,13 days ago,Bayt.com
Senior Engineer (Instrument),Yanbu Aramco Sinopec Refining Company (YASREF),N/A,Mid career,International,Yanbu,OnSite,13 days ago,Bayt.com
Receptionist - (Fresh graduates also welcome),Flint Consulting Ltd,"$500 - $1,000",0-5 ,Saudi nationals,Riyadh,OnSite,14 days ago,Bayt.com
مدير تسويق,مطاعم رد كاب لتقديم الوجبات,N/A,Management,International,Dammam,OnSite,14 days ago,Bayt.com
Campus Management Trainnee Program,ESET Saudi Arabia,N/A,Student/Internship,Saudi nationals,Jeddah,OnSite,14 days ago,Bayt.com
Cash Van Salesman Assistant,Mayar Foods Company,N/A,N/A,International,Medina,OnSite,14 days ago,Bayt.com
Cash Van Salesman,Mayar Foods Company,N/A,N/A,International,Medina,OnSite,14 days ago,Bayt.com
OOH Salesman,Mayar Foods Company,N/A,N/A,International,Riyadh,OnSite,14 days ago,Bayt.com
HORECA Salesman,Mayar Foods Company,N/A,Mid career,International,Alqasim,OnSite,14 days ago,Bayt.com
Assistant Restaurant Manager,ANDALUS GATE HOLDING,N/A,N/A,International,Al Wadi,OnSite,14 days ago,Bayt.com
Coordinator,Al Suwaidi Holding Co,N/A,N/A,Saudi nationals,Turaif,OnSite,14 days ago,Bayt.com
Coordinator,Al Suwaidi Holding Co,N/A,N/A,Saudi nationals,Ras Al Khair,OnSite,14 days ago,Bayt.com
اخصائى مبيعات سعودى,Drive7,N/A,N/A,Saudi nationals,Al Wadi,OnSite,14 days ago,Bayt.com
Senior Auditor,Areeb Human Resources Company,N/A,Mid career,International,Riyadh,OnSite,14 days ago,Bayt.com
Project Engineer,N/A,N/A,N/A,International,Eastern Province,OnSite,14 days ago,Bayt.com
Odoo Developer,Ibraq - Ibrahim Alqurashi,N/A,N/A,International,Jeddah,OnSite,14 days ago,Bayt.com
Event Marketing Specialist,Ibraq - Ibrahim Alqurashi,N/A,N/A,International,Jeddah,OnSite,14 days ago,Bayt.com
3D Graphic Designer,Ibraq - Ibrahim Alqurashi,N/A,N/A,International,Jeddah,OnSite,14 days ago,Bayt.com
Photographer,Ibraq - Ibrahim Alqurashi,N/A,N/A,International,Jeddah,OnSite,14 days ago,Bayt.com
Construction Manager,MAPA Insaat,N/A,Management,International,Jeddah,OnSite,14 days ago,Bayt.com
HSE Lead,MAPA Insaat,N/A,Mid career,International,Jubail,OnSite,14 days ago,Bayt.com
Safety Officer,REFCON,$0 - $500,N/A,International,Jubail,OnSite,14 days ago,Bayt.com
Sales Manager,REFCON,"$2,000 - $3,000",Management,International,Khobar,OnSite,14 days ago,Bayt.com
IT Coordinator,N/A,N/A,N/A,Saudi nationals,Eastern Province,OnSite,14 days ago,Bayt.com
HR Administrator,N/A,N/A,N/A,Saudi nationals,Eastern Province,OnSite,14 days ago,Bayt.com
Treasury Analyst (Supervisor),N/A,N/A,N/A,Saudi nationals,Eastern Province,OnSite,14 days ago,Bayt.com
Senior Accountant (Fixed Assets),N/A,N/A,N/A,Saudi nationals,Eastern Province,OnSite,14 days ago,Bayt.com
مشرف وردية مقهى - مطعم,N/A,N/A,N/A,Saudi nationals,Riyadh,OnSite,14 days ago,Bayt.com
مدير موارد بشرية,شركة الثلاجة العالمية,"$9,000 - $10,000",Management·10-20 ,Saudi nationals,Dammam,OnSite,14 days ago,Bayt.com
مسؤول توظيف,Al-Ansari Holding,N/A,Mid career,Saudi nationals,Eastern Province,OnSite,14 days ago,Bayt.com
Bim Coordinator,N/A,"$2,000 - $3,000",Entry level·3-6 ,International,Riyadh,OnSite,14 days ago,Bayt.com
Excellence program,Saudi Arabian Marketing and Agencies Co. (SAMACO),N/A,Student/Internship,International,Saudi Arabia,OnSite,14 days ago,Bayt.com
SAMACO COOP Training,Saudi Arabian Marketing and Agencies Co. (SAMACO),N/A,Student/Internship,International,Saudi Arabia,OnSite,14 days ago,Bayt.com
HSSE Manager,pace,N/A,Management,International,Saudi Arabia,OnSite,14 days ago,Bayt.com
Cashier,Bayt Alaleefa,N/A,N/A,Saudi nationals,Ghirnatah,OnSite,14 days ago,Bayt.com
Counter Salesman,Al waha filters company limited,"$500 - $1,000",Mid career·1-5 ,International,Dammam,OnSite,15 days ago,Bayt.com
سكرتير تنفيذي,شركة هرماس العالمية,N/A,Mid career,International,Mecca,OnSite,15 days ago,Bayt.com
Mass and Energy Accounting (Balance) Engineer,N/A,"$3,000 - $4,000",Mid career,International,Eastern Province,OnSite,15 days ago,Bayt.com
TECHNICAL SAFETY ENGINEER,N/A,N/A,N/A,International,Eastern Province,OnSite,15 days ago,Bayt.com
محاسب عام عن بعد,N/A,N/A,Mid career,International,Riyadh,,15 days ago,Bayt.com
Sales Specialist,Basic Chemical Industries Group,N/A,Mid career,Saudi nationals,Jeddah,OnSite,15 days ago,Bayt.com
Sales Specialist,Basic Chemical Industries Group,N/A,Mid career,International,Eastern Province,OnSite,15 days ago,Bayt.com
Sales Consultant (GM),Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Jeddah,OnSite,15 days ago,Bayt.com
مستشار قانوني,شركة د. سليمان بن صالح المقحم للمحاماة,N/A,N/A,International,Riyadh,OnSite,15 days ago,Bayt.com
Auto Parts Salesman,Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Jeddah,OnSite,15 days ago,Bayt.com
Quality Controller,Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Jeddah,OnSite,15 days ago,Bayt.com
Commercial Specialist,arabian auto agency,N/A,N/A,Saudi nationals,Jeddah,OnSite,15 days ago,Bayt.com
Auto Electrician,Aljomaih Automotive Company,N/A,N/A,International,Jeddah,OnSite,15 days ago,Bayt.com
Counter Parts Sales,arabian auto agency,N/A,N/A,Saudi nationals,Saudi Arabia,OnSite,15 days ago,Bayt.com
Sales Consultant,Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Jeddah,OnSite,15 days ago,Bayt.com
Sales Admin,arabian auto agency,N/A,N/A,Saudi nationals,Saudi Arabia,OnSite,15 days ago,Bayt.com
Sr. Internal Auditor,N/A,N/A,15-Oct,International,Eastern Province,OnSite,15 days ago,Bayt.com
Parts Field Sales,arabian auto agency,N/A,N/A,International,Saudi Arabia,OnSite,15 days ago,Bayt.com
Sales Engineer Heavy equipment,arabian auto agency,N/A,N/A,International,Saudi Arabia,OnSite,15 days ago,Bayt.com
Equipment Trucks Sales,arabian auto agency,N/A,N/A,International,Saudi Arabia,OnSite,15 days ago,Bayt.com
Parts Manager,arabian auto agency,N/A,N/A,International,Riyadh,OnSite,15 days ago,Bayt.com
Procurement,Saudi Railway Company (SAR),N/A,5-Mar,International,Riyadh,OnSite,15 days ago,Bayt.com
HRBP,N/A,N/A,N/A,Saudi nationals,Eastern Province,OnSite,15 days ago,Bayt.com
Treasurer,N/A,N/A,N/A,Saudi nationals,Eastern Province,OnSite,15 days ago,Bayt.com
Financial Planning And Analysis Manager,N/A,N/A,N/A,Saudi nationals,Eastern Province,OnSite,15 days ago,Bayt.com
GRO Administrator,N/A,N/A,N/A,Saudi nationals,Eastern Province,OnSite,15 days ago,Bayt.com
Sales Director,N/A,N/A,N/A,International,Riyadh,OnSite,15 days ago,Bayt.com
Promoter,N/A,N/A,N/A,International,Riyadh,OnSite,15 days ago,Bayt.com
مشرف إدارة الأملاك,Banan Real Estate Company,N/A,Mid career·4-10 ,Saudi nationals,Al Ma'athar,OnSite,15 days ago,Bayt.com
Architect,the Grandeur,N/A,N/A,Saudi nationals,Jeddah,,15 days ago,Bayt.com
Electrical Engineer,Al-Nafie Steel Co. Ltd,N/A,N/A,Saudi nationals,Jeddah,OnSite,15 days ago,Bayt.com
Project HSE Manager,Al Nafees International Holding,N/A,N/A,International,Riyadh,OnSite,15 days ago,Bayt.com
اخصائي تسويق ومبيعات,Al Nafees International Holding,N/A,Student/Internship,Saudi nationals,Riyadh,OnSite,15 days ago,Bayt.com
Marketing Manager,Ahmed Abdullah Al Essa,"$15,000 - $30,000",Management·2-10 ,Saudi nationals,Riyadh,OnSite,15 days ago,Bayt.com
Customer Relations Executive,Thermo steakhouse,"$1,000 - $1,500",Mid career,International,Khobar,OnSite,15 days ago,Bayt.com
سائق,بن طالب للمسابح,"$500 - $1,000",Entry level,International,Riyadh,OnSite,15 days ago,Bayt.com
Nail Technician,Zoy,$0 - $500,Entry level,International,Qatif,OnSite,15 days ago,Bayt.com
Tendering & sales operations Specialist,Saudi Arabian Industrial & Trading Co. Ltd. (SAIT),N/A,Mid career,Saudi nationals,Dammam,OnSite,15 days ago,Bayt.com
أخصائي/استشاري تأهيل منشآت طبية,شركة الرياض للجودة العالمية RiQ,N/A,Management·3-15 ,International,An Nuzhah,OnSite,15 days ago,Bayt.com
مسؤول مبيعات وخدمة عملاء,Shaffaf,"$500 - $1,000",Mid career,International,Al Manakh,OnSite,15 days ago,Bayt.com
سكرتير اداري,AJIAL,"$1,500 - $2,000",Entry level·2-6 ,Saudi nationals,Al Malik Fahd,OnSite,15 days ago,Bayt.com
رسام معماري,الشركة المتقدمة لتصنيع المعادن و الزجاج,"$1,500 - $2,000",Fresh graduate,Saudi nationals,Dammam,OnSite,15 days ago,Bayt.com
كاشير محاسب,شركة مطاعم النور الشامي لتقديم الوجبات,N/A,Student/Internship·2-2 ,International,Medina,OnSite,15 days ago,Bayt.com
فني لحام,Qemam alrazin,N/A,Mid career,International,Mecca,OnSite,15 days ago,Bayt.com
مندوب مبيعات,Dimensions,N/A,Mid career·3-8 ,International,Al-Malaz,OnSite,15 days ago,Bayt.com
Branch Manager,EASY BAKERY,N/A,Mid career,International,Riyadh,OnSite,15 days ago,Bayt.com
Internal Auditor,Hjeen Company,N/A,Mid career·3-5 ,International,Riyadh,OnSite,15 days ago,Bayt.com
سكرتير تنفيذي,شركة سعد عايض دعجم,N/A,N/A,International,Riyadh,OnSite,15 days ago,Bayt.com
مدير حسابات,شركة نبع الفرات للتجارة,N/A,N/A,International,Medina,OnSite,15 days ago,Bayt.com
Senior .NET Developer,specialized business solutions,N/A,Mid career,International,Riyadh,OnSite,15 days ago,Bayt.com
Junior Refrigeration Engineer,Clauger,N/A,N/A,International,Riyadh,,15 days ago,Bayt.com
Junior Refrigeration Engineer,CLAUGER MIDDLE EAST - RIYADH BRANCH,"$1,000 - $1,500",Mid career·4-10 ,International,Riyadh,OnSite,15 days ago,Bayt.com
Female Executive Secretary,GUMACO,N/A,N/A,International,Riyadh,OnSite,15 days ago,Bayt.com
IT Sales Executive,Bit Cloud,"$1,000 - $1,500",Mid career,International,Riyadh,,15 days ago,Bayt.com
Procurement Officer,SpeedX Trading Company,"$500 - $1,000",Fresh graduate,International,Dammam,,15 days ago,Bayt.com
رشاش عزل فوم,التشيد والاعمار,N/A,5-Mar,International,Jizan,OnSite,15 days ago,Bayt.com
Agricultural Engineering Consultant,Quality Experts,N/A,Director/Head·5-10 ,International,Riyadh,OnSite,15 days ago,Bayt.com
مديرة مبيعات,Rosumat,N/A,Management,International,Al Murabba,OnSite,15 days ago,Bayt.com
Operations and Community Manager,جراند كومنتي,N/A,Management·5-7 ,International,Al Ma'athar,OnSite,15 days ago,Bayt.com
فني الاليات حفر,شركة مستقبل الخطوط للمقاولات,"$2,000 - $3,000",Director/Head·3-10 ,International,Al-Kharj,OnSite,15 days ago,Bayt.com
فني حفر,شركة مستقبل الخطوط للمقاولات,"$2,000 - $3,000",Management·3-7 ,International,Al-Kharj,OnSite,15 days ago,Bayt.com
مسوقه عقارية,نارين العقارية,"$500 - $1,000",Mid career·1-5 ,International,As Suwaydi al Gharbi,OnSite,15 days ago,Bayt.com
مطلوب موظف في شركة انتاج فني خبرة بالتصوير والمونتاج,شركة لمسة محترف للانتاج الفني,"$1,000 - $1,500",Mid career,Saudi nationals,Al-'Aziziyyah,OnSite,15 days ago,Bayt.com
"فني تركيب كاميرات سيارات ,اجهزة تتبع",مؤسسة سلطان مخلد بن عواض العكش التجاريه,N/A,N/A,International,Jeddah,OnSite,15 days ago,Bayt.com
Sales Executive,Al Empa Arabia Company,"$3,000 - $4,000",10-Mar,International,Dammam,OnSite,15 days ago,Bayt.com
شيف حلويات شرقية,مؤسسة كنافة المحمدية للحلويات,"$500 - $1,000",Management,International,Medina,OnSite,15 days ago,Bayt.com
warehouseman,Jocelee,"$1,000 - $1,500",Entry level,International,Al Faruq,OnSite,15 days ago,Bayt.com
Sales Executive,Al Empa Arabia Company,"$1,500 - $2,000",Mid career,International,Dammam,OnSite,15 days ago,Bayt.com
مندوب مبيعات,هيكلة الاعمار للاثاث,N/A,N/A,International,Al-Shifa,OnSite,16 days ago,Bayt.com
مدير مصنع,مصنع مرايا للزجاج,N/A,Senior executive,International,Buraidah,OnSite,16 days ago,Bayt.com
Technical office architectural draftsman,N/A,N/A,15-Jun,International,Riyadh,OnSite,16 days ago,Bayt.com
technical office Architect,N/A,N/A,15-Jun,International,Riyadh,OnSite,16 days ago,Bayt.com
Urgently required audiovisual & photography female specialist from Pakistan to saudia,MS SYED IJLAL ENTERPRISES,"$1,000 - $1,500",2-Jan,International,Dammam,OnSite,16 days ago,Bayt.com
Urgently Required female phillipines nurses for Saudia Arabia,MS SYED IJLAL ENTERPRISES,"$1,000 - $1,500",2-Jan,International,Dammam,OnSite,16 days ago,Bayt.com
Chocolatier,Perfect Taste,N/A,Mid career,International,Altaif,OnSite,16 days ago,Bayt.com
Receptionist,King's College Riyadh,N/A,Entry level,International,Al Khalidiyah,OnSite,17 days ago,Bayt.com
Technical Office Engineer,MAPA Insaat,N/A,Mid career,International,Riyadh,OnSite,17 days ago,Bayt.com
مدير تشغيل,Perfect Taste,N/A,Management,International,Altaif,OnSite,17 days ago,Bayt.com
مسؤول تأجير سيارات,شركة جيكار لتأجير لسيارات,N/A,Mid career,Saudi nationals,As Suwaydi al Gharbi,OnSite,18 days ago,Bayt.com
Sales Manager - مدير مبيعات,N/A,N/A,Management,International,Riyadh,OnSite,18 days ago,Bayt.com
Tabby Customer Service Representative,SAED,N/A,N/A,Saudi nationals,Riyadh,OnSite,18 days ago,Bayt.com
Customer Service,Armah Sports Company,N/A,N/A,Saudi nationals,Riyadh,OnSite,18 days ago,Bayt.com
Auto Mechanic (Shell),Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Riyadh,OnSite,18 days ago,Bayt.com
Storekeeper,Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Riyadh,OnSite,18 days ago,Bayt.com
Service Advisor (GM),Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Riyadh,OnSite,18 days ago,Bayt.com
Auto Mechanic (GM),Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Riyadh,OnSite,18 days ago,Bayt.com
Auto Denter,Aljomaih Automotive Company,N/A,N/A,International,Riyadh,OnSite,18 days ago,Bayt.com
Corporate Sales Consultant,Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Riyadh,OnSite,18 days ago,Bayt.com
Workshop Supervisor,Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Riyadh,OnSite,18 days ago,Bayt.com
CRM officer,Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Riyadh,OnSite,18 days ago,Bayt.com
Real Estate Manager,N/A,N/A,N/A,International,Riyadh,OnSite,18 days ago,Bayt.com
Marketing Manager,N/A,N/A,N/A,International,Riyadh,OnSite,18 days ago,Bayt.com
Sales Manager,The Red Sea Development Company,N/A,N/A,International,Tabouk,OnSite,18 days ago,Bayt.com
Lead Testing I&C Engineer( Water Treatment Projects),Saudi Services for Electro-Mechanic Works Co. (SSEM),N/A,N/A,International,Riyadh,OnSite,18 days ago,Bayt.com
Mechanical Design Engineer,pace,N/A,Management·10-15 ,International,Riyadh,OnSite,18 days ago,Bayt.com
Beauty Advisor,N/A,N/A,N/A,International,Riyadh,OnSite,18 days ago,Bayt.com
Product Development,N/A,"$1,500 - $2,000",Mid career·1-3 ,International,Riyadh,OnSite,18 days ago,Bayt.com
Store Manager,N/A,N/A,N/A,Saudi nationals,Riyadh,OnSite,18 days ago,Bayt.com
Education Manager,N/A,N/A,N/A,International,Riyadh,OnSite,18 days ago,Bayt.com
Head of Business Development & Sales - Reporting to C-Level,N/A,"$6,000 - $7,000",Mid career,International,Riyadh,,18 days ago,Bayt.com
مشرف مبيعات - قطاع حلول الاعمال B2B,Meshkati,N/A,8-Feb,International,Riyadh,,18 days ago,Bayt.com
Sales Representative Exhibition & Printing Solutions,First Excellence Est.,"$1,000 - $1,500",Mid career,International,Jeddah,OnSite,18 days ago,Bayt.com
Accountant,شركة ابات عصرية,N/A,Management·4-7 ,International,Dammam,OnSite,18 days ago,Bayt.com
Electrical Sales Engineer (Field Representative),N/A,N/A,Entry level·0-4 ,Saudi nationals,Khobar,OnSite,18 days ago,Bayt.com
Quality Manager,YALJ Group,N/A,N/A,International,Mecca,OnSite,18 days ago,Bayt.com
Planning Manager,YALJ Group,N/A,N/A,International,Mecca,OnSite,18 days ago,Bayt.com
Senior Construction Manager,YALJ Group,N/A,N/A,International,Mecca,OnSite,18 days ago,Bayt.com
Testing and Commissioning Engineer –380/132/13.8 KV Substations ( GIS/SWGR / Control and Protection,Saudi Services for Electro-Mechanic Works Co. (SSEM),N/A,N/A,International,Riyadh,OnSite,18 days ago,Bayt.com
مهندس تسعير الألمنيوم,LADUN INVESTMENT COMPANY,N/A,Mid career·2-8 ,International,Riyadh,OnSite,18 days ago,Bayt.com
مندوب مبيعات,JafarAlsabah2003,N/A,Mid career,International,Dammam,,18 days ago,Bayt.com
Lab Coordinator,N/A,N/A,Entry level·0-3 ,Saudi nationals,Dammam,OnSite,18 days ago,Bayt.com
Mechanical and electrical site inspector,Job Care,N/A,N/A,International,Riyadh,OnSite,18 days ago,Bayt.com
Senior Technician - Civil,GCCIA,N/A,Entry level,International,Dammam,OnSite,18 days ago,Bayt.com
Auto Mechanic (CS),Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Dammam,OnSite,19 days ago,Bayt.com
Auto Electrician,Aljomaih Automotive Company,N/A,N/A,International,Dammam,OnSite,19 days ago,Bayt.com
Service Advisor,Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Dammam,OnSite,19 days ago,Bayt.com
Salesman (Auto Parts),Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Dammam,OnSite,19 days ago,Bayt.com
Central Region Sales Manager,Jeraisy Computer & Comm. Services,N/A,Management,International,Riyadh,OnSite,19 days ago,Bayt.com
Auto Mechanic,Aljomaih Automotive Company,N/A,N/A,Saudi nationals,Dammam,OnSite,19 days ago,Bayt.com
Estimation Engineer,ABAJA CONTRACTING COMPANY,"$1,500 - $2,000",Mid career,International,Ras Tanura,OnSite,19 days ago,Bayt.com
Finance Director,N/A,N/A,N/A,International,Riyadh,OnSite,19 days ago,Bayt.com
Waste Management Coordinator,Yuksel Insaat Saudi LLC,N/A,N/A,International,Riyadh,OnSite,19 days ago,Bayt.com
Energy Monitor,Yuksel Insaat Saudi LLC,N/A,N/A,International,Riyadh,OnSite,19 days ago,Bayt.com
Sustainability Specialist,Yuksel Insaat Saudi LLC,N/A,N/A,International,Riyadh,OnSite,19 days ago,Bayt.com
Environmental Certification Manager,Yuksel Insaat Saudi LLC,N/A,N/A,International,Riyadh,OnSite,19 days ago,Bayt.com
Sustainability Management Lead,Yuksel Insaat Saudi LLC,N/A,N/A,International,Riyadh,OnSite,19 days ago,Bayt.com
Senior Piping Engineer,MAPA Insaat,N/A,Mid career,International,Jubail,OnSite,19 days ago,Bayt.com
Landscape Architect,Abdullah A. Barrak & Sons Co.,N/A,N/A,International,Dhahran,OnSite,19 days ago,Bayt.com
Procurement Specialist - Saudi Arabia,N/A,N/A,7-Mar,International,Jeddah,OnSite,19 days ago,Bayt.com
Senior Engineer - Transmission Substation,GCCIA,N/A,Mid career,International,Dammam,OnSite,19 days ago,Bayt.com
test job(do not apply),Keeta,N/A,Student/Internship,International,Saudi Arabia,OnSite,19 days ago,Bayt.com
مسئول مشتريات,Gulf Union Foods Company,"$2,000 - $3,000",Mid career,Saudi nationals,Industrial Area-Kharj Road,OnSite,19 days ago,Bayt.com
Business Development Specialist,Kiswa,N/A,N/A,Saudi nationals,Riyadh,OnSite,19 days ago,Bayt.com
Marketing & Events Coordinator,Kinetic Business Solutions,N/A,N/A,International,Riyadh,OnSite,19 days ago,Bayt.com
مدير مبيعات - Sales Manager,N/A,"$1,500 - $2,000",Management·4-20 ,International,Riyadh,OnSite,19 days ago,Bayt.com
Electrical Engineer,N/A,N/A,Entry level,International,Eastern Province,OnSite,19 days ago,Bayt.com
Civil Engineer Fresh Grad,N/A,N/A,Fresh graduate,International,Eastern Province,OnSite,19 days ago,Bayt.com
CEO Assistant /Translator,Career exe,"$30,000 - $50,000",Mid career,International,Al Olaya,OnSite,19 days ago,Bayt.com
BD Supervisor/Manager,Career exe,"$30,000 - $50,000",Mid career,International,Al Olaya,OnSite,19 days ago,Bayt.com
Legal Supervisor/Manager,Career exe,"$30,000 - $50,000",Mid career,International,Al Olaya,OnSite,19 days ago,Bayt.com
Finance Supervisor/Manager,Career exe,"$30,000 - $50,000",Management,International,Al Olaya,OnSite,19 days ago,Bayt.com
HR&Admin Supervisor/Manager,Career exe,"$30,000 - $50,000",Management,International,Al Olaya,OnSite,19 days ago,Bayt.com
International Business Development Manager,"Shanghai Synyi Medical Technology Co., Ltd.","$7,000 - $8,000",Management,International,Riyadh,OnSite,19 days ago,Bayt.com
رسام اوتوكاد,شركة صحاري للتبريد,"$1,000 - $1,500",Mid career·5-7 ,International,Al Mahjar,OnSite,19 days ago,Bayt.com
فني صيدلي,شركة افاق البيطرة,N/A,Entry level,Saudi nationals,South Jeddah,OnSite,19 days ago,Bayt.com
Automation Sales Engineer,Gauge,"$2,000 - $3,000",Mid career,International,Riyadh,,19 days ago,Bayt.com
Sales Executive,SpeedX Trading Company,"$500 - $1,000",Entry level,International,Dammam,,19 days ago,Bayt.com
مندوب مبيعات,New Tree,$0 - $500,Mid career,International,Dammam,,19 days ago,Bayt.com
مندوب مبيعات,New Tree,$0 - $500,Mid career,International,Dammam,,19 days ago,Bayt.com
فني كيميائي,شركة فن النظافة الصناعية,"$500 - $1,000",Management·2-4 ,International,Qatif,,19 days ago,Bayt.com
Business Development Engineer - Cathodic Protection System,Zulf AlKhaleej Company,"$3,000 - $4,000",Mid career,International,Dammam,OnSite,19 days ago,Bayt.com
HR Specialist,Saudi Arabian Industrial & Trading Co. Ltd. (SAIT),N/A,Mid career,Saudi nationals,Dammam,OnSite,19 days ago,Bayt.com
Estimation Engineer - CP system,Zulf AlKhaleej Company,"$3,000 - $4,000",Mid career,International,Dammam,OnSite,19 days ago,Bayt.com
تنفيذي مبيعات مبتدئ,SABEL,"$500 - $1,000",Entry level·1-2 ,Saudi nationals,Al Andalus,OnSite,19 days ago,Bayt.com
مسوق,erkaz,"$500 - $1,000",Mid career,International,Al Yasamin,OnSite,19 days ago,Bayt.com
Sales Coordinator,Abed Al Mishal Trading Est.,N/A,Mid career·1-6 ,International,Jubail,OnSite,19 days ago,Bayt.com
Associate Consultant,شركة اطار التحول التجارية,$0 - $500,Mid career,International,Al Wurud,,19 days ago,Bayt.com
مسوق إلكتروني ومدير حسابات التواصل الاجتماعي (Digital Marketer & Social Media Manager),شركة المقام السعودية,N/A,N/A,International,Jeddah,,19 days ago,Bayt.com
